user_id,watch_time_hours,avg_session_mins,top_genres,total_sessions,weekend_ratio,completion_rate
USR-1894,37.39,109.74,"Sci-Fi,Action",27,0.55,0.92
USR-1895,45.07,94.92,"Thriller,Action",34,0.33,0.86
USR-1896,37.44,84.77,Sci-Fi,45,0.64,0.79
USR-1897,39.26,98.24,Action,41,0.76,1.0
USR-1898,36.48,72.8,Action,54,0.78,0.84
USR-1899,34.23,87.4,"Thriller,Action",49,0.51,0.86
USR-1900,40.98,86.12,"Sci-Fi,Thriller",43,0.62,0.85
USR-1901,32.24,94.89,Sci-Fi,45,0.36,0.87
USR-1902,35.31,96.57,Action,46,0.44,0.87
USR-1903,29.59,87.16,"Action,Thriller",64,0.49,0.84
USR-1904,29.87,94.12,Thriller,48,0.67,0.92
USR-1905,35.51,109.08,Action,59,0.75,0.85
USR-1906,44.44,85.76,Sci-Fi,40,0.66,0.79
USR-1907,24.0,101.59,"Thriller,Sci-Fi",42,0.57,0.85
USR-1908,45.31,108.49,Action,33,0.44,0.94
USR-1909,45.11,82.53,"Action,Thriller",47,0.55,0.78
USR-1910,42.28,72.13,"Thriller,Sci-Fi",45,0.53,0.65
USR-1911,24.0,68.25,"Thriller,Sci-Fi",69,0.56,0.79
USR-1912,56.36,74.81,Thriller,45,0.43,0.78
USR-1913,26.9,85.49,Action,42,0.62,0.56
USR-1914,35.19,83.44,Sci-Fi,59,0.61,0.9
USR-1915,40.88,88.45,Action,51,0.51,0.83
USR-1916,37.84,82.09,Thriller,44,0.41,0.81
USR-1917,32.36,93.07,Action,45,0.4,0.94
USR-1918,40.59,91.95,Thriller,40,0.36,1.0
USR-1919,33.71,98.82,Action,41,0.21,0.71
USR-1920,30.81,89.02,Action,48,0.58,0.79
USR-1921,47.81,84.08,Thriller,38,0.56,0.88
USR-1922,31.55,88.2,Thriller,30,0.27,0.92
USR-1923,38.36,93.42,Thriller,44,0.38,0.99
USR-1924,29.19,86.04,"Thriller,Sci-Fi",34,0.48,0.87
USR-1925,43.65,78.1,"Sci-Fi,Thriller",43,0.39,0.77
USR-1926,43.64,88.78,"Sci-Fi,Thriller",48,0.33,1.0
USR-1927,35.46,89.83,Action,33,0.65,0.87
USR-1928,32.29,74.66,Thriller,47,0.38,0.78
USR-1929,40.97,108.98,"Action,Sci-Fi",35,0.29,1.0
USR-1930,44.77,91.02,"Thriller,Sci-Fi",59,0.95,0.82
USR-1931,41.32,81.51,"Thriller,Sci-Fi",54,0.7,0.77
USR-1932,32.17,76.6,"Sci-Fi,Thriller",61,0.53,0.62
USR-1933,29.61,91.29,"Action,Thriller",26,0.58,0.68
USR-1934,33.73,80.78,"Thriller,Sci-Fi",39,0.71,0.96
USR-1935,47.96,88.1,Action,33,0.72,0.79
USR-1936,27.12,86.91,"Sci-Fi,Action",45,0.78,0.89
USR-1937,36.29,90.21,"Sci-Fi,Action",51,0.8,0.68
USR-1938,30.18,94.62,"Thriller,Action",33,0.35,1.0
USR-1939,27.47,84.49,Thriller,52,0.61,0.76
USR-1940,34.04,90.72,Sci-Fi,36,0.36,0.67
USR-1941,24.0,82.82,Action,57,0.72,0.82
USR-1942,26.34,82.33,"Thriller,Sci-Fi",39,0.71,0.86
USR-1943,38.7,89.6,Action,31,0.72,0.9
USR-1944,49.49,95.84,Thriller,32,0.54,0.95
USR-1945,37.79,108.38,Thriller,30,0.78,0.78
USR-1946,32.58,65.34,Action,41,0.57,0.94
USR-1947,38.6,89.02,Sci-Fi,55,0.48,0.6
USR-1948,40.03,108.92,"Thriller,Sci-Fi",44,0.55,0.84
USR-1949,39.44,83.7,Sci-Fi,50,0.54,0.98
USR-1950,40.64,85.65,Action,36,0.43,0.78
USR-1951,38.57,113.07,Sci-Fi,46,0.2,0.79
USR-1952,42.44,76.72,"Sci-Fi,Action",53,0.59,0.76
USR-1953,34.32,96.46,"Sci-Fi,Thriller",38,0.7,0.94
USR-1954,46.27,94.84,"Thriller,Sci-Fi",53,0.32,0.8
USR-1955,45.18,84.19,"Thriller,Action",49,0.67,0.79
USR-1956,45.58,71.33,Sci-Fi,30,0.49,0.99
USR-1957,27.76,85.53,"Action,Sci-Fi",47,0.57,1.0
USR-1958,31.66,110.08,Thriller,39,0.33,0.87
USR-1959,46.17,90.88,"Thriller,Action",48,0.47,0.95
USR-1960,38.0,94.86,"Sci-Fi,Thriller",23,0.45,0.68
USR-1961,52.98,85.9,Thriller,54,0.72,0.84
USR-1962,50.23,74.89,Thriller,39,0.62,0.93
USR-1963,44.1,75.77,"Sci-Fi,Action",50,0.51,0.87
USR-1964,39.49,92.2,Action,47,0.42,0.8
USR-1965,36.61,96.37,Sci-Fi,38,0.59,0.76
USR-1966,46.35,77.62,Sci-Fi,59,0.58,0.89
USR-1967,54.2,85.25,"Sci-Fi,Action",46,0.4,0.84
USR-1968,35.26,94.82,Action,37,0.46,0.75
USR-1969,33.36,89.53,Action,58,0.59,0.8
USR-1970,41.36,91.26,Action,39,0.57,0.81
USR-1971,38.01,103.33,Sci-Fi,42,0.71,0.79
USR-1972,41.44,88.09,"Thriller,Action",48,0.87,0.91
USR-1973,32.1,87.61,Sci-Fi,49,0.39,0.9
USR-1974,48.93,81.56,Thriller,49,0.53,0.74
USR-1975,43.88,77.93,Sci-Fi,31,0.74,1.0
USR-1976,40.08,100.21,Sci-Fi,46,0.31,0.8
USR-1977,33.94,89.15,Action,43,0.66,0.85
USR-1978,39.97,91.98,"Action,Sci-Fi",47,0.79,0.79
USR-1979,46.96,86.32,"Action,Thriller",29,0.39,0.87
USR-1980,44.71,105.7,"Action,Sci-Fi",46,0.39,0.88
USR-1981,32.18,98.63,"Sci-Fi,Action",39,0.54,0.83
USR-1982,31.11,115.08,"Sci-Fi,Action",53,0.61,0.73
USR-1983,36.68,80.28,"Thriller,Sci-Fi",45,0.6,0.9
USR-1984,40.84,74.61,"Sci-Fi,Thriller",57,0.44,0.74
USR-1985,45.08,82.29,Thriller,46,0.63,0.94
USR-1986,29.02,77.95,Action,34,0.74,1.0
USR-1987,35.64,73.67,Action,40,0.5,0.89
USR-1988,43.5,82.07,Thriller,36,0.38,0.96
USR-1989,38.27,71.47,Action,43,0.42,0.86
USR-1990,27.83,89.43,"Sci-Fi,Action",53,0.8,0.88
USR-1991,45.38,89.82,"Thriller,Action",52,0.28,0.72
USR-1992,35.43,110.38,"Sci-Fi,Thriller",35,0.58,0.96
USR-1993,33.27,86.98,"Thriller,Action",56,0.6,0.75
USR-1994,37.89,97.81,"Thriller,Action",51,0.58,0.74
USR-1995,49.23,78.14,Thriller,39,0.4,1.0
USR-1996,50.14,76.38,"Sci-Fi,Thriller",60,0.76,0.8
USR-1997,38.18,78.9,Thriller,39,0.63,0.69
USR-1998,31.97,77.14,Thriller,41,0.58,0.81
USR-1999,44.24,87.59,"Sci-Fi,Thriller",50,0.5,0.71
USR-2000,40.56,96.29,"Thriller,Sci-Fi",38,0.39,0.75
USR-2001,41.77,98.48,Thriller,52,0.39,1.0
USR-2002,31.08,79.47,"Thriller,Action",50,0.69,0.71
USR-2003,39.74,79.77,"Sci-Fi,Thriller",50,0.64,0.68
USR-2004,44.54,82.3,Thriller,41,0.56,0.79
USR-2005,30.42,93.93,Sci-Fi,48,0.41,0.88
USR-2006,38.92,89.51,"Sci-Fi,Action",38,0.66,0.77
USR-2007,27.94,93.61,Sci-Fi,44,0.49,0.75
USR-2008,40.74,88.36,Thriller,54,0.51,0.84
USR-2009,43.4,81.74,Thriller,34,0.65,0.99
USR-2010,35.95,85.59,"Thriller,Sci-Fi",59,0.38,0.92
USR-2011,31.96,76.66,Action,31,0.65,0.95
USR-2012,31.22,79.04,Thriller,55,0.57,0.93
USR-2013,46.46,81.09,Action,40,0.57,0.94
USR-2014,41.0,93.36,"Action,Thriller",20,0.88,0.8
USR-2015,44.22,86.94,"Thriller,Action",54,0.31,1.0
USR-2016,36.02,94.15,Sci-Fi,50,0.49,0.82
USR-2017,37.26,88.84,"Action,Thriller",46,0.54,0.76
USR-2018,37.26,86.56,"Action,Thriller",43,0.72,0.92
USR-2019,30.83,83.07,Sci-Fi,65,0.67,0.85
USR-2020,35.77,82.0,"Action,Thriller",25,0.61,0.78
USR-2021,36.68,82.82,Action,58,0.8,0.83
USR-2022,24.0,79.79,Action,40,0.53,0.95
USR-2023,24.0,96.92,"Action,Sci-Fi",65,0.36,0.85
USR-2024,40.8,85.44,Action,31,0.37,0.89
USR-2025,49.06,87.64,Action,47,0.5,0.85
USR-2026,35.53,99.93,Action,36,0.73,0.89
USR-2027,33.13,84.91,Sci-Fi,41,0.62,0.9
USR-2028,46.69,87.18,"Sci-Fi,Action",48,0.68,0.7
USR-2029,32.62,104.48,"Sci-Fi,Action",54,0.74,0.9
USR-2030,37.1,85.67,Thriller,50,0.4,0.91
USR-2031,37.97,106.8,"Sci-Fi,Action",52,0.8,0.71
USR-2032,24.0,90.43,"Action,Thriller",46,0.57,0.82
USR-2033,29.26,85.19,"Action,Sci-Fi",26,0.53,0.71
USR-2034,43.86,95.84,Thriller,36,0.44,0.8
USR-2035,24.0,91.36,"Sci-Fi,Action",37,0.6,0.78
USR-2036,30.08,92.77,"Action,Thriller",59,0.5,0.72
USR-2037,36.91,93.99,Action,51,0.54,0.96
USR-2038,37.4,80.11,"Action,Thriller",58,0.48,0.78
USR-2039,31.49,83.22,Sci-Fi,47,0.41,0.71
USR-2040,38.79,102.07,Action,42,0.8,0.89
USR-2041,41.51,100.23,"Thriller,Action",56,0.37,0.82
USR-2042,49.07,77.38,Thriller,58,0.7,0.82
USR-2043,46.25,92.91,"Sci-Fi,Action",54,0.54,0.85
USR-2044,37.43,104.47,Thriller,60,0.39,0.85
USR-2045,40.04,96.13,"Action,Thriller",26,0.35,0.94
USR-2046,26.69,86.03,"Sci-Fi,Action",56,0.53,0.94
USR-2047,47.32,84.82,"Thriller,Sci-Fi",50,0.61,1.0
USR-2048,46.16,81.14,"Sci-Fi,Action",53,0.58,0.75
USR-2049,42.84,94.55,Sci-Fi,29,0.77,0.92
USR-2050,35.36,94.16,Thriller,49,0.41,0.92
USR-2051,33.35,87.03,Sci-Fi,50,0.8,0.82
USR-2052,29.84,89.84,Action,34,0.55,0.92
USR-2053,47.59,86.07,Thriller,51,0.6,0.84
USR-2054,32.17,104.03,"Sci-Fi,Action",44,0.59,0.67
USR-2055,36.13,90.45,"Sci-Fi,Action",60,0.56,0.99
USR-2056,36.31,79.2,Sci-Fi,47,0.68,1.0
USR-2057,25.47,111.57,"Sci-Fi,Action",49,0.35,0.9
USR-2058,24.0,92.92,"Sci-Fi,Thriller",35,0.81,0.92
USR-2059,31.15,98.26,"Action,Thriller",37,0.58,0.92
USR-2060,44.26,75.74,"Thriller,Action",66,0.66,0.85
USR-2061,45.08,111.65,Sci-Fi,42,0.71,0.64
USR-2062,40.06,84.66,Thriller,52,0.48,0.62
USR-2063,42.87,90.4,"Action,Thriller",37,0.5,0.82
USR-2064,35.8,81.29,"Sci-Fi,Action",46,0.49,0.85
USR-2065,30.86,105.97,"Thriller,Action",45,0.46,0.91
USR-2066,27.99,77.27,"Thriller,Action",37,0.6,0.78
USR-2067,42.24,87.14,"Thriller,Action",49,0.49,0.92
USR-2068,32.81,98.91,"Action,Thriller",52,0.67,0.58
USR-2069,33.32,78.76,"Sci-Fi,Thriller",48,0.65,0.87
USR-2070,33.67,91.69,"Thriller,Sci-Fi",46,0.52,0.76
USR-2071,37.57,87.74,Action,29,0.56,0.9
USR-2072,34.82,87.05,Sci-Fi,33,0.41,0.73
USR-2073,30.95,85.79,Thriller,27,0.45,0.9
USR-2074,33.43,85.62,Action,49,0.71,0.83
USR-2075,34.75,65.0,Thriller,44,0.37,0.91
USR-2076,45.2,87.69,"Thriller,Sci-Fi",35,0.65,0.96
USR-2077,42.75,90.41,Thriller,60,0.29,0.82
USR-2078,35.84,96.53,"Sci-Fi,Thriller",57,0.63,0.96
USR-2079,40.17,65.0,"Action,Thriller",39,0.52,0.65
USR-2080,43.64,78.01,Sci-Fi,36,0.59,0.92
USR-2081,37.74,98.36,Sci-Fi,25,0.53,0.72
USR-2082,36.58,81.62,"Sci-Fi,Thriller",36,0.42,0.9
USR-2083,34.71,86.2,"Sci-Fi,Action",38,0.51,0.89
USR-2084,34.84,89.81,Action,59,0.55,0.85
USR-2085,39.56,92.07,Thriller,43,0.47,1.0
USR-2086,37.88,88.85,Sci-Fi,45,0.55,0.77
USR-2087,35.47,77.69,Thriller,57,0.55,0.86
USR-2088,36.27,94.84,Action,40,0.4,0.92
USR-2089,37.42,83.46,"Thriller,Action",51,0.56,0.95
USR-2090,38.08,75.1,"Sci-Fi,Thriller",29,0.59,0.68
USR-2091,24.52,70.39,Sci-Fi,62,0.4,0.75
USR-2092,37.99,78.36,"Action,Thriller",17,0.27,0.7
USR-2093,37.98,82.56,"Action,Sci-Fi",44,0.55,1.0
USR-2094,43.22,113.86,Thriller,44,0.77,0.76
USR-2095,49.76,77.84,Thriller,41,0.37,0.73
USR-2096,43.44,88.12,Sci-Fi,41,0.39,0.62
USR-2097,46.12,73.29,"Thriller,Sci-Fi",45,0.31,0.85
USR-2098,49.01,89.51,"Action,Sci-Fi",42,0.62,0.92
USR-2099,45.51,98.52,"Sci-Fi,Thriller",49,0.64,0.72
USR-2100,35.04,74.53,Action,36,0.56,0.99
USR-2101,24.0,77.67,Thriller,37,0.48,0.76
USR-2102,32.98,101.63,Thriller,51,0.58,0.77
USR-2103,33.94,80.38,"Action,Thriller",40,0.63,0.74
USR-2104,33.84,84.01,Action,44,0.43,0.77
USR-2105,33.42,89.48,Thriller,33,0.5,0.76
USR-2106,32.21,66.9,Sci-Fi,58,0.44,0.82
USR-2107,44.01,80.46,Action,40,0.66,0.93
USR-2108,50.38,83.05,Thriller,15,0.5,0.77
USR-2109,38.07,93.41,"Action,Sci-Fi",34,0.55,1.0
USR-2110,37.08,86.65,"Action,Sci-Fi",28,0.43,0.95
USR-2111,38.76,72.91,"Thriller,Sci-Fi",56,0.51,0.98
USR-2112,29.65,94.78,"Action,Thriller",61,0.33,0.83
USR-2113,28.51,97.36,"Action,Thriller",42,0.4,0.92
USR-2114,24.0,90.81,Action,56,0.65,0.85
USR-2115,38.03,82.09,Sci-Fi,45,0.47,0.81
USR-2116,41.83,90.3,"Sci-Fi,Action",46,0.48,0.87
USR-2117,35.09,122.14,Sci-Fi,34,0.54,1.0
USR-2118,45.57,101.49,"Action,Sci-Fi",45,0.63,0.93
USR-2119,35.1,92.96,"Thriller,Sci-Fi",51,0.52,0.89
USR-2120,32.57,76.74,Sci-Fi,30,0.56,0.93
USR-2121,37.29,81.25,"Action,Sci-Fi",48,0.51,0.93
USR-2122,27.55,81.38,Thriller,45,0.53,0.9
USR-2123,38.34,88.77,"Sci-Fi,Action",55,0.56,0.78
USR-2124,40.17,85.7,Action,33,0.86,0.58
USR-2125,36.61,100.52,Thriller,49,0.69,1.0
USR-2126,38.12,83.93,Sci-Fi,54,0.47,0.88
USR-2127,35.08,84.25,"Sci-Fi,Thriller",29,0.42,0.62
USR-2128,32.91,95.66,"Thriller,Sci-Fi",40,0.55,0.88
USR-2129,33.42,72.59,Sci-Fi,49,0.59,0.86
USR-2130,35.23,81.66,"Thriller,Action",33,0.75,0.98
USR-2131,38.95,101.97,"Action,Sci-Fi",29,0.64,0.84
USR-2132,32.88,68.71,"Thriller,Sci-Fi",51,0.36,0.78
USR-2133,43.0,95.31,"Thriller,Action",50,0.53,0.88
USR-2134,46.08,80.21,Action,38,0.57,0.66
USR-2135,38.34,96.65,Thriller,46,0.71,0.61
USR-2136,43.11,108.38,Sci-Fi,39,0.37,0.94
USR-2137,37.71,98.87,"Action,Thriller",45,0.7,0.8
USR-2138,45.56,78.43,Thriller,36,0.8,0.81
USR-2139,32.54,94.87,"Action,Sci-Fi",26,0.31,1.0
USR-2140,32.12,118.95,"Action,Sci-Fi",26,0.52,0.9
USR-2141,41.38,86.32,Action,49,0.62,0.86
USR-2142,24.0,71.48,Thriller,42,0.48,1.0
USR-2143,24.0,91.03,Action,38,0.55,0.87
USR-2144,40.39,95.9,Thriller,51,0.43,0.81
USR-2145,39.77,87.43,"Thriller,Action",41,0.54,0.87
USR-2146,32.41,96.64,"Action,Thriller",43,0.72,0.66
USR-2147,33.85,98.61,"Action,Thriller",50,0.52,0.82
USR-2148,46.86,70.6,"Sci-Fi,Thriller",44,0.26,1.0
USR-2149,36.16,67.75,"Thriller,Action",44,0.69,0.92
USR-2150,39.94,92.5,"Action,Thriller",43,0.57,0.86
USR-2151,43.29,79.56,Action,50,0.34,0.84
USR-2152,47.35,82.34,"Action,Sci-Fi",56,0.49,0.86
USR-2153,40.84,77.17,"Action,Thriller",28,0.32,1.0
USR-2154,51.39,76.79,Sci-Fi,44,0.78,0.96
USR-2155,43.26,86.06,"Sci-Fi,Action",33,0.46,0.67
USR-2156,37.82,66.94,Sci-Fi,49,0.65,0.81
USR-2157,32.45,81.57,"Thriller,Action",41,0.49,0.8
USR-2158,50.91,86.84,Action,57,0.35,0.84
USR-2159,38.96,100.78,"Action,Thriller",51,0.56,1.0
USR-2160,30.14,95.54,Action,44,0.61,0.87
USR-2161,29.27,81.52,"Thriller,Sci-Fi",43,0.46,0.94
USR-2162,38.51,89.83,Sci-Fi,36,0.52,0.98
USR-2163,61.11,90.47,"Thriller,Action",37,0.65,0.89
USR-2164,31.23,79.67,"Sci-Fi,Action",41,0.56,0.97
USR-2165,35.42,82.56,Sci-Fi,47,0.31,0.82
USR-2166,45.54,94.48,Action,48,0.39,0.77
USR-2167,41.22,82.03,"Thriller,Action",64,0.56,0.96
USR-2168,41.21,87.58,Sci-Fi,44,0.4,0.78
USR-2169,45.32,95.74,"Action,Thriller",35,0.72,0.89
USR-2170,26.24,94.35,"Sci-Fi,Action",43,0.72,1.0
USR-2171,52.58,82.21,"Thriller,Sci-Fi",62,0.87,0.91
USR-2172,38.58,85.29,Thriller,40,0.48,0.83
USR-2173,41.55,81.41,"Sci-Fi,Action",29,0.46,0.98
USR-2174,31.91,96.94,"Thriller,Sci-Fi",46,0.48,0.97
USR-2175,46.52,96.64,"Action,Thriller",47,0.55,0.77
USR-2176,37.55,76.35,Thriller,29,0.44,1.0
USR-2177,41.65,75.76,Action,34,0.73,0.92
USR-2178,40.27,65.0,"Thriller,Action",39,0.63,0.89
USR-2179,44.06,91.95,"Action,Thriller",51,0.48,0.95
USR-2180,31.23,114.15,"Sci-Fi,Action",49,0.53,0.84
USR-2181,49.67,92.01,"Action,Thriller",58,0.57,0.89
USR-2182,46.88,81.7,Sci-Fi,50,0.53,0.83
USR-2183,32.98,104.66,"Sci-Fi,Thriller",39,0.57,0.87
USR-2184,39.32,75.7,Sci-Fi,57,0.44,0.99
USR-2185,32.17,65.0,"Action,Thriller",48,0.5,0.82
USR-2186,37.22,80.11,"Sci-Fi,Thriller",46,0.49,0.88
USR-2187,32.98,87.42,Action,46,0.52,0.7
USR-2188,47.19,81.19,Action,45,0.63,0.76
USR-2189,31.36,77.43,Sci-Fi,36,0.62,0.84
USR-2190,30.42,103.0,"Action,Thriller",37,0.47,0.85
USR-2191,30.32,76.48,"Action,Sci-Fi",25,0.43,0.87
USR-2192,34.58,82.59,Action,54,0.54,1.0
USR-2193,24.0,89.95,"Sci-Fi,Thriller",53,0.32,0.73
USR-2194,48.74,85.96,"Thriller,Action",38,0.67,0.7
USR-2195,38.15,65.22,"Thriller,Action",48,0.5,1.0
USR-2196,48.39,110.79,Action,38,0.66,0.86
USR-2197,33.66,65.58,Action,45,0.48,0.81
USR-2198,32.85,82.81,"Sci-Fi,Action",50,0.58,1.0
USR-2199,27.45,78.45,"Thriller,Action",39,0.66,0.79
USR-2200,24.0,101.33,"Action,Sci-Fi",36,0.69,0.81
USR-2201,28.35,67.51,Sci-Fi,38,0.57,0.94
USR-2202,33.51,73.83,"Action,Sci-Fi",27,0.74,0.98
USR-2203,50.54,88.47,Sci-Fi,47,0.71,0.93
USR-2204,30.14,99.83,Thriller,42,0.43,0.83
USR-2205,28.04,76.71,"Thriller,Action",38,0.48,0.84
USR-2206,41.54,85.41,"Action,Thriller",33,0.77,0.82
USR-2207,33.66,107.75,"Sci-Fi,Action",37,0.62,0.85
USR-2208,43.79,81.37,Thriller,52,0.64,0.91
USR-2209,28.55,87.68,"Thriller,Sci-Fi",48,0.52,0.89
USR-2210,43.25,89.16,Sci-Fi,47,0.53,0.78
USR-2211,33.62,102.34,Action,30,0.49,0.9
USR-2212,43.63,93.07,"Thriller,Action",42,0.5,0.85
USR-2213,39.53,65.0,"Action,Sci-Fi",32,0.55,0.97
USR-2214,36.06,98.94,"Action,Sci-Fi",75,0.57,0.7
USR-2215,42.21,88.91,"Action,Thriller",43,0.59,0.95
USR-2216,36.26,99.95,Action,28,0.69,0.92
USR-2217,50.04,83.82,Action,27,0.3,0.85
USR-2218,30.54,81.19,Thriller,70,0.58,0.98
USR-2219,26.52,83.93,"Thriller,Action",48,0.44,0.96
USR-2220,33.18,89.43,"Thriller,Action",43,0.37,0.81
USR-2221,38.2,73.73,"Thriller,Action",34,0.48,0.85
USR-2222,37.73,95.5,"Sci-Fi,Action",24,0.41,1.0
USR-2223,37.55,76.26,"Thriller,Sci-Fi",37,0.48,0.94
USR-2224,42.93,105.98,Sci-Fi,41,0.47,0.8
USR-2225,36.69,104.53,"Sci-Fi,Thriller",61,0.48,1.0
USR-2226,39.27,101.84,"Thriller,Action",39,0.62,0.95
USR-2227,46.64,76.23,Thriller,43,0.63,0.85
USR-2228,31.64,80.7,"Action,Thriller",52,0.63,0.87
USR-2229,46.19,96.52,Action,57,0.64,0.78
USR-2230,45.66,85.0,Thriller,32,0.31,0.86
USR-2231,37.43,83.43,"Thriller,Sci-Fi",60,0.43,0.86
USR-2232,42.63,85.71,Thriller,46,0.56,0.84
USR-2233,34.8,88.9,Action,52,0.57,0.74
USR-2234,49.69,84.53,"Sci-Fi,Thriller",42,0.3,0.79
USR-2235,41.77,72.95,"Thriller,Action",53,0.45,0.86
USR-2236,38.82,78.44,"Action,Sci-Fi",68,0.73,0.94
USR-2237,37.5,99.26,Thriller,43,0.75,1.0
USR-2238,39.35,78.23,Thriller,62,0.66,0.76
USR-2239,40.23,90.97,"Action,Sci-Fi",50,0.68,0.91
USR-2240,41.46,90.15,Action,37,0.58,0.86
USR-2241,38.69,81.62,Action,44,0.7,0.76
USR-2242,35.11,71.2,"Sci-Fi,Thriller",32,0.63,0.95
USR-2243,34.43,79.65,"Thriller,Sci-Fi",32,0.59,0.85
USR-2244,26.81,102.15,"Action,Sci-Fi",40,0.78,0.66
USR-2245,41.75,86.22,"Action,Thriller",30,0.43,0.87
USR-2246,29.55,81.67,"Sci-Fi,Action",38,0.69,0.94
USR-2247,39.9,82.62,Action,49,0.64,0.77
USR-2248,24.0,95.06,"Sci-Fi,Action",43,0.64,0.82
USR-2249,39.42,79.75,Action,52,0.52,0.89
USR-2250,25.85,88.18,Sci-Fi,40,0.53,0.76
USR-2251,44.35,71.12,Drama,47,0.45,1.0
USR-2252,43.69,77.24,Drama,61,0.31,0.96
USR-2253,39.91,63.35,"Drama,Romance",20,0.58,1.0
USR-2254,47.11,61.25,"Drama,Romance",47,0.69,0.82
USR-2255,51.73,84.57,"Romance,Drama",73,0.79,1.0
USR-2256,39.24,99.42,Drama,50,0.54,0.84
USR-2257,45.33,67.8,"Drama,Romance",70,0.49,0.89
USR-2258,49.56,84.54,"Drama,Romance",35,0.22,0.93
USR-2259,44.44,85.89,"Romance,Drama",70,0.48,0.77
USR-2260,42.36,60.61,Drama,41,0.42,1.0
USR-2261,55.41,80.18,"Romance,Drama",59,0.58,0.86
USR-2262,50.07,70.96,"Drama,Romance",55,0.44,0.86
USR-2263,40.38,69.0,"Romance,Drama",46,0.57,0.98
USR-2264,54.78,62.69,Romance,70,0.58,0.74
USR-2265,43.12,69.48,"Romance,Drama",62,0.7,0.87
USR-2266,56.2,72.29,"Drama,Romance",65,0.15,0.79
USR-2267,47.12,87.79,Romance,37,0.57,0.91
USR-2268,38.94,84.09,"Romance,Drama",64,0.58,0.97
USR-2269,39.55,68.12,Romance,71,0.81,0.88
USR-2270,62.19,74.82,"Romance,Drama",50,0.72,0.84
USR-2271,40.66,67.73,"Drama,Romance",67,0.44,0.85
USR-2272,54.5,88.38,Drama,62,0.53,0.88
USR-2273,55.48,64.91,"Romance,Drama",56,0.24,0.81
USR-2274,42.22,73.34,"Drama,Romance",77,0.38,0.9
USR-2275,49.44,71.35,"Romance,Drama",69,0.5,1.0
USR-2276,52.81,67.63,"Drama,Romance",81,0.63,1.0
USR-2277,42.37,74.5,"Drama,Romance",52,0.61,0.98
USR-2278,50.28,74.92,Drama,72,0.63,0.86
USR-2279,39.99,65.48,"Drama,Romance",50,0.7,0.82
USR-2280,40.45,93.09,"Romance,Drama",66,0.61,0.86
USR-2281,44.35,64.93,Drama,20,0.48,0.79
USR-2282,46.45,59.37,Romance,55,0.79,0.79
USR-2283,52.86,84.44,Drama,36,0.29,0.87
USR-2284,62.91,72.18,"Romance,Drama",52,0.46,0.91
USR-2285,47.33,77.14,Romance,47,0.39,0.78
USR-2286,46.63,64.28,Drama,40,0.59,0.83
USR-2287,47.69,74.55,"Romance,Drama",57,0.35,0.89
USR-2288,47.13,60.47,Romance,66,0.54,0.83
USR-2289,59.58,77.59,Drama,47,0.38,0.71
USR-2290,47.16,73.26,"Drama,Romance",68,0.72,0.91
USR-2291,53.31,69.57,Romance,37,0.54,0.72
USR-2292,44.0,77.96,Romance,48,0.6,0.87
USR-2293,46.24,72.43,"Drama,Romance",68,0.67,0.91
USR-2294,47.25,55.0,"Drama,Romance",46,0.17,0.81
USR-2295,48.68,73.55,Romance,54,0.62,0.97
USR-2296,49.11,65.33,"Drama,Romance",31,0.6,0.86
USR-2297,44.71,65.57,Drama,42,0.55,0.86
USR-2298,46.08,84.26,"Romance,Drama",40,0.44,0.87
USR-2299,44.48,75.57,"Drama,Romance",65,0.36,0.87
USR-2300,48.11,71.54,"Drama,Romance",62,0.52,0.86
USR-2301,32.41,97.68,"Romance,Drama",44,0.59,0.75
USR-2302,48.6,68.33,"Romance,Drama",46,0.49,0.75
USR-2303,48.91,80.14,"Romance,Drama",58,0.42,0.92
USR-2304,41.92,69.46,"Romance,Drama",36,0.33,0.9
USR-2305,50.16,76.53,"Drama,Romance",64,0.5,0.74
USR-2306,68.45,89.71,Drama,63,0.46,0.98
USR-2307,39.94,71.76,"Romance,Drama",49,0.67,1.0
USR-2308,57.46,80.81,Romance,51,0.51,0.88
USR-2309,36.04,73.76,Drama,61,0.59,0.93
USR-2310,53.1,79.44,Romance,50,0.45,0.86
USR-2311,61.73,79.38,"Drama,Romance",81,0.51,0.57
USR-2312,55.28,69.14,"Romance,Drama",45,0.43,0.82
USR-2313,58.98,86.8,Romance,62,0.6,0.82
USR-2314,38.66,69.44,Drama,57,0.3,0.9
USR-2315,62.25,64.0,"Romance,Drama",61,0.57,0.95
USR-2316,42.4,70.11,"Drama,Romance",81,0.29,0.81
USR-2317,30.0,74.47,Romance,67,0.62,0.95
USR-2318,38.6,88.54,Romance,43,0.25,0.86
USR-2319,44.87,73.63,Romance,90,0.6,0.85
USR-2320,38.08,57.08,Romance,42,0.89,0.95
USR-2321,48.56,77.55,Drama,48,0.76,0.86
USR-2322,45.35,55.0,Romance,52,0.66,0.94
USR-2323,47.29,79.28,"Drama,Romance",48,0.44,0.79
USR-2324,48.84,96.14,"Romance,Drama",64,0.65,0.83
USR-2325,34.6,55.0,Romance,42,0.64,0.89
USR-2326,38.32,68.3,Romance,32,0.86,0.87
USR-2327,58.5,76.76,"Drama,Romance",78,0.56,0.87
USR-2328,53.74,87.08,Drama,49,0.52,0.83
